2022-02-01,Summe,Intensivbett,2259
2022-02-01,Summe,Intensivbett,12663
2022-02-02,Summe,Intensivbett,2311
2022-02-02,Summe,Intensivbett,13008
2022-02-03,Summe,Intensivbett,2262
2022-02-03,Summe,Intensivbett,13270
2022-02-04,Summe,Intensivbett,2306
2022-02-04,Summe,Intensivbett,13643
2022-02-07,Summe,Intensivbett,2374
2022-02-07,Summe,Intensivbett,14742
2022-02-08,Summe,Intensivbett,2390
2022-02-08,Summe,Intensivbett,15558
2022-02-09,Summe,Intensivbett,2398
2022-02-09,Summe,Intensivbett,15759
2022-02-10,Summe,Intensivbett,2395
2022-02-10,Summe,Intensivbett,15926
2022-02-11,Summe,Intensivbett,2379
2022-02-11,Summe,Intensivbett,16115
2022-02-14,Summe,Intensivbett,2421
2022-02-14,Summe,Intensivbett,16522
2022-02-15,Summe,Intensivbett,2498
2022-02-15,Summe,Intensivbett,16971
2022-02-16,Summe,Intensivbett,2450
2022-02-16,Summe,Intensivbett,17155
2022-02-17,Summe,Intensivbett,2472
2022-02-17,Summe,Intensivbett,16957
2022-02-18,Summe,Intensivbett,2435
2022-02-18,Summe,Intensivbett,16959
2022-02-21,Summe,Intensivbett,2389
2022-02-21,Summe,Intensivbett,17289
2022-02-22,Summe,Intensivbett,2402
2022-02-22,Summe,Intensivbett,17607
2022-02-23,Summe,Intensivbett,2401
2022-02-23,Summe,Intensivbett,17495
2022-02-24,Summe,Intensivbett,2310
2022-02-24,Summe,Intensivbett,17284
2022-02-25,Summe,Intensivbett,2305
2022-02-25,Summe,Intensivbett,17044
2022-02-28,Summe,Intensivbett,2287
2022-02-28,Summe,Intensivbett,17145
2022-03-01,Summe,Intensivbett,2302
2022-03-01,Summe,Intensivbett,17447
2022-03-02,Summe,Intensivbett,2204
2022-03-02,Summe,Intensivbett,17346
2022-03-03,Summe,Intensivbett,2142
2022-03-03,Summe,Intensivbett,17013
2022-03-04,Summe,Intensivbett,2096
2022-03-04,Summe,Intensivbett,17035
2022-03-07,Summe,Intensivbett,2137
2022-03-07,Summe,Intensivbett,17724
2022-03-08,Summe,Intensivbett,2149
2022-03-08,Summe,Intensivbett,18246
2022-03-09,Summe,Intensivbett,2129
2022-03-09,Summe,Intensivbett,18593
2022-03-10,Summe,Intensivbett,2107
2022-03-10,Summe,Intensivbett,18688
2022-03-11,Summe,Intensivbett,2112
2022-03-11,Summe,Intensivbett,18909
2022-03-14,Summe,Intensivbett,2260
2022-03-14,Summe,Intensivbett,19869
2022-03-15,Summe,Intensivbett,2248
2022-03-15,Summe,Intensivbett,21076
2022-03-16,Summe,Intensivbett,2304
2022-03-16,Summe,Intensivbett,21454
2022-03-17,Summe,Intensivbett,2287
2022-03-17,Summe,Intensivbett,21558
2022-03-18,Summe,Intensivbett,2279
2022-03-18,Summe,Intensivbett,21549
2022-03-21,Summe,Intensivbett,2282
2022-03-21,Summe,Intensivbett,22382
2022-03-22,Summe,Intensivbett,2372
2022-03-22,Summe,Intensivbett,23106
2022-03-23,Summe,Intensivbett,2345
2022-03-23,Summe,Intensivbett,23208
2022-03-24,Summe,Intensivbett,2328
2022-03-24,Summe,Intensivbett,22955
2022-03-25,Summe,Intensivbett,2311
2022-03-25,Summe,Intensivbett,22732
2022-03-28,Summe,Intensivbett,2335
2022-03-28,Summe,Intensivbett,22763
2022-03-29,Summe,Intensivbett,2366
2022-03-29,Summe,Intensivbett,23344
2022-03-30,Summe,Intensivbett,2342
2022-03-30,Summe,Intensivbett,22846
2022-03-31,Summe,Intensivbett,2327
2022-03-31,Summe,Intensivbett,22499
2022-04-01,Summe,Intensivbett,2273
2022-04-01,Summe,Intensivbett,22015
2022-04-04,Summe,Intensivbett,2226
2022-04-04,Summe,Intensivbett,21476
2022-04-05,Summe,Intensivbett,2171
2022-04-05,Summe,Intensivbett,21621
2022-04-06,Summe,Intensivbett,2136
2022-04-06,Summe,Intensivbett,21037
2022-04-07,Summe,Intensivbett,2071
2022-04-07,Summe,Intensivbett,20379
2022-04-08,Summe,Intensivbett,2048
2022-04-08,Summe,Intensivbett,19913
2022-04-11,Summe,Intensivbett,1994
2022-04-11,Summe,Intensivbett,19419
2022-04-12,Summe,Intensivbett,1929
2022-04-12,Summe,Intensivbett,19420
2022-04-13,Summe,Intensivbett,1874
2022-04-13,Summe,Intensivbett,18869
2022-04-14,Summe,Intensivbett,1807
2022-04-14,Summe,Intensivbett,18309
2022-04-19,Summe,Intensivbett,1798
2022-04-19,Summe,Intensivbett,17268
2022-04-20,Summe,Intensivbett,1771
2022-04-20,Summe,Intensivbett,17576
2022-04-21,Summe,Intensivbett,1654
2022-04-21,Summe,Intensivbett,16956
2022-04-22,Summe,Intensivbett,1639
2022-04-22,Summe,Intensivbett,16411
2022-04-25,Summe,Intensivbett,1570
2022-04-25,Summe,Intensivbett,15560
2022-04-26,Summe,Intensivbett,1577
2022-04-26,Summe,Intensivbett,15446
2022-04-27,Summe,Intensivbett,1468
2022-04-27,Summe,Intensivbett,14964
2022-04-28,Summe,Intensivbett,1429
2022-04-28,Summe,Intensivbett,14302
2022-04-29,Summe,Intensivbett,1381
2022-04-29,Summe,Intensivbett,13768
2022-05-02,Summe,Intensivbett,1318
2022-05-02,Summe,Intensivbett,13041
2022-05-03,Summe,Intensivbett,1319
2022-05-03,Summe,Intensivbett,12920
2022-05-04,Summe,Intensivbett,1247
2022-05-04,Summe,Intensivbett,12663
2022-05-05,Summe,Intensivbett,1187
2022-05-05,Summe,Intensivbett,12182
2022-05-06,Summe,Intensivbett,1118
2022-05-06,Summe,Intensivbett,11859
2022-05-09,Summe,Intensivbett,1094
2022-05-09,Summe,Intensivbett,11143
2022-05-10,Summe,Intensivbett,1096
2022-05-10,Summe,Intensivbett,11030
2022-05-11,Summe,Intensivbett,1035
2022-05-11,Summe,Intensivbett,10628
2022-05-12,Summe,Intensivbett,1025
2022-05-12,Summe,Intensivbett,10137
2022-05-13,Summe,Intensivbett,975
2022-05-13,Summe,Intensivbett,9840
2022-05-16,Summe,Intensivbett,943
2022-05-16,Summe,Intensivbett,9562
2022-05-17,Summe,Intensivbett,945
2022-05-17,Summe,Intensivbett,8850
2022-05-18,Summe,Intensivbett,887
2022-05-18,Summe,Intensivbett,8496
2022-05-19,Summe,Intensivbett,882
2022-05-19,Summe,Intensivbett,8191
2022-05-20,Summe,Intensivbett,819
2022-05-20,Summe,Intensivbett,7890
2022-05-23,Summe,Intensivbett,818
2022-05-23,Summe,Intensivbett,7281
2022-05-24,Summe,Intensivbett,746
2022-05-24,Summe,Intensivbett,7274
2022-05-25,Summe,Intensivbett,732
2022-05-25,Summe,Intensivbett,7055
2022-05-27,Summe,Intensivbett,698
2022-05-27,Summe,Intensivbett,6598
2022-05-30,Summe,Intensivbett,670
2022-05-30,Summe,Intensivbett,6238
2022-05-31,Summe,Intensivbett,675
2022-05-31,Summe,Intensivbett,5964
2022-06-01,Summe,Intensivbett,668
2022-06-01,Summe,Intensivbett,5671
2022-06-02,Summe,Intensivbett,651
2022-06-02,Summe,Intensivbett,5488
2022-06-03,Summe,Intensivbett,623
2022-06-03,Summe,Intensivbett,5296
2022-06-07,Summe,Intensivbett,608
2022-06-07,Summe,Intensivbett,5454
2022-06-08,Summe,Intensivbett,621
2022-06-08,Summe,Intensivbett,5744
2022-06-09,Summe,Intensivbett,604
2022-06-09,Summe,Intensivbett,5943
2022-06-10,Summe,Intensivbett,622
2022-06-10,Summe,Intensivbett,6008
2022-06-13,Summe,Intensivbett,636
2022-06-13,Summe,Intensivbett,6371
2022-06-14,Summe,Intensivbett,642
2022-06-14,Summe,Intensivbett,7309
2022-06-15,Summe,Intensivbett,650
2022-06-15,Summe,Intensivbett,6879
2022-06-17,Summe,Intensivbett,672
2022-06-17,Summe,Intensivbett,7000
2022-06-20,Summe,Intensivbett,728
2022-06-20,Summe,Intensivbett,7801
2022-06-21,Summe,Intensivbett,780
2022-06-21,Summe,Intensivbett,8476
2022-06-22,Summe,Intensivbett,784
2022-06-22,Summe,Intensivbett,8775
2022-06-23,Summe,Intensivbett,774
2022-06-23,Summe,Intensivbett,8955
2022-06-24,Summe,Intensivbett,784
2022-06-24,Summe,Intensivbett,9156
2022-06-27,Summe,Intensivbett,840
2022-06-27,Summe,Intensivbett,9970
2022-06-28,Summe,Intensivbett,968
2022-06-28,Summe,Intensivbett,10440
2022-06-29,Summe,Intensivbett,965
2022-06-29,Summe,Intensivbett,10787
2022-06-30,Summe,Intensivbett,926
2022-06-30,Summe,Intensivbett,10882
2022-07-01,Summe,Intensivbett,932
2022-07-01,Summe,Intensivbett,10912
2022-07-04,Summe,Intensivbett,997
2022-07-04,Summe,Intensivbett,11454
2022-07-05,Summe,Intensivbett,1046
2022-07-05,Summe,Intensivbett,11963
2022-07-06,Summe,Intensivbett,1045
2022-07-06,Summe,Intensivbett,12083
2022-07-07,Summe,Intensivbett,1038
2022-07-07,Summe,Intensivbett,12122
2022-07-08,Summe,Intensivbett,1039
2022-07-08,Summe,Intensivbett,12239
2022-07-11,Summe,Intensivbett,1150
2022-07-11,Summe,Intensivbett,12939
2022-07-12,Summe,Intensivbett,1145
2022-07-12,Summe,Intensivbett,13591
2022-07-13,Summe,Intensivbett,1190
2022-07-13,Summe,Intensivbett,13758
2022-07-14,Summe,Intensivbett,1221
2022-07-14,Summe,Intensivbett,14091
2022-07-15,Summe,Intensivbett,1209
2022-07-15,Summe,Intensivbett,14492
2022-07-18,Summe,Intensivbett,1260
2022-07-18,Summe,Intensivbett,15465
2022-07-19,Summe,Intensivbett,1305
2022-07-19,Summe,Intensivbett,16128
2022-07-20,Summe,Intensivbett,1309
2022-07-20,Summe,Intensivbett,16307
2022-07-21,Summe,Intensivbett,1315
2022-07-21,Summe,Intensivbett,16260
2022-07-22,Summe,Intensivbett,1368
2022-07-22,Summe,Intensivbett,16368
2022-07-25,Summe,Intensivbett,1468
2022-07-25,Summe,Intensivbett,16934
2022-07-26,Summe,Intensivbett,1600
2022-07-26,Summe,Intensivbett,17423
2022-07-27,Summe,Intensivbett,1568
2022-07-27,Summe,Intensivbett,17443
2022-07-28,Summe,Intensivbett,1524
2022-07-28,Summe,Intensivbett,16941
2022-07-29,Summe,Intensivbett,1502
2022-07-29,Summe,Intensivbett,16339
2022-08-01,Summe,Intensivbett,1442
2022-08-01,Summe,Intensivbett,15890
2022-08-02,Summe,Intensivbett,1409
2022-08-02,Summe,Intensivbett,16237
2022-08-03,Summe,Intensivbett,1382
2022-08-03,Summe,Intensivbett,16016
2022-08-04,Summe,Intensivbett,1363
2022-08-04,Summe,Intensivbett,15453
2022-08-05,Summe,Intensivbett,1349
2022-08-05,Summe,Intensivbett,14797
2022-08-08,Summe,Intensivbett,1269
2022-08-08,Summe,Intensivbett,14401
2022-08-09,Summe,Intensivbett,1284
2022-08-09,Summe,Intensivbett,14138
2022-08-10,Summe,Intensivbett,1211
2022-08-10,Summe,Intensivbett,13553
2022-08-11,Summe,Intensivbett,1153
2022-08-11,Summe,Intensivbett,13071
2022-08-12,Summe,Intensivbett,1150
2022-08-12,Summe,Intensivbett,12566
2022-08-15,Summe,Intensivbett,1124
2022-08-15,Summe,Intensivbett,12191
2022-08-16,Summe,Intensivbett,1125
2022-08-16,Summe,Intensivbett,12288
2022-08-17,Summe,Intensivbett,1065
2022-08-17,Summe,Intensivbett,12292
2022-08-18,Summe,Intensivbett,1080
2022-08-18,Summe,Intensivbett,11923
2022-08-19,Summe,Intensivbett,1030
2022-08-19,Summe,Intensivbett,11673
2022-08-22,Summe,Intensivbett,965
2022-08-22,Summe,Intensivbett,11135
2022-08-23,Summe,Intensivbett,937
2022-08-23,Summe,Intensivbett,10896
2022-08-24,Summe,Intensivbett,927
2022-08-24,Summe,Intensivbett,10339
2022-08-25,Summe,Intensivbett,872
2022-08-25,Summe,Intensivbett,9983
2022-08-26,Summe,Intensivbett,864
2022-08-26,Summe,Intensivbett,9765
2022-08-29,Summe,Intensivbett,830
2022-08-29,Summe,Intensivbett,9314
2022-08-30,Summe,Intensivbett,821
2022-08-30,Summe,Intensivbett,9040
2022-08-31,Summe,Intensivbett,781
2022-08-31,Summe,Intensivbett,8914
2022-09-01,Summe,Intensivbett,745
2022-09-01,Summe,Intensivbett,8368
2022-09-02,Summe,Intensivbett,753
2022-09-02,Summe,Intensivbett,8196
2022-09-05,Summe,Intensivbett,746
2022-09-05,Summe,Intensivbett,7872
2022-09-06,Summe,Intensivbett,721
2022-09-06,Summe,Intensivbett,7826
2022-09-07,Summe,Intensivbett,708
2022-09-07,Summe,Intensivbett,7816
2022-09-08,Summe,Intensivbett,704
2022-09-08,Summe,Intensivbett,7674
2022-09-09,Summe,Intensivbett,680
2022-09-09,Summe,Intensivbett,7471
2022-09-12,Summe,Intensivbett,676
2022-09-12,Summe,Intensivbett,7497
2022-09-13,Summe,Intensivbett,684
2022-09-13,Summe,Intensivbett,7522
2022-09-14,Summe,Intensivbett,724
2022-09-14,Summe,Intensivbett,7444
2022-09-15,Summe,Intensivbett,694
2022-09-15,Summe,Intensivbett,7440
2022-09-16,Summe,Intensivbett,675
2022-09-16,Summe,Intensivbett,7373
2022-09-19,Summe,Intensivbett,644
2022-09-19,Summe,Intensivbett,7505
2022-09-20,Summe,Intensivbett,662
2022-09-20,Summe,Intensivbett,7676
2022-09-21,Summe,Intensivbett,696
2022-09-21,Summe,Intensivbett,7770
2022-09-22,Summe,Intensivbett,689
2022-09-22,Summe,Intensivbett,7895
2022-09-23,Summe,Intensivbett,700
2022-09-23,Summe,Intensivbett,8035
2022-09-26,Summe,Intensivbett,744
2022-09-26,Summe,Intensivbett,9079
2022-09-27,Summe,Intensivbett,778
2022-09-27,Summe,Intensivbett,10181
2022-09-28,Summe,Intensivbett,828
2022-09-28,Summe,Intensivbett,10628
2022-09-29,Summe,Intensivbett,853
2022-09-29,Summe,Intensivbett,11292
2022-09-30,Summe,Intensivbett,892
2022-09-30,Summe,Intensivbett,11687
2022-10-04,Summe,Intensivbett,1186
2022-10-04,Summe,Intensivbett,14618
2022-10-05,Summe,Intensivbett,1278
2022-10-05,Summe,Intensivbett,16119
2022-10-06,Summe,Intensivbett,1305
2022-10-06,Summe,Intensivbett,17082
2022-10-07,Summe,Intensivbett,1335
2022-10-07,Summe,Intensivbett,17531
2022-10-10,Summe,Intensivbett,1553
2022-10-10,Summe,Intensivbett,19505
2022-10-11,Summe,Intensivbett,1625
2022-10-11,Summe,Intensivbett,21073
2022-10-12,Summe,Intensivbett,1640
2022-10-12,Summe,Intensivbett,21523
2022-10-13,Summe,Intensivbett,1634
2022-10-13,Summe,Intensivbett,21911
2022-10-14,Summe,Intensivbett,1645
2022-10-14,Summe,Intensivbett,22073
2022-10-17,Summe,Intensivbett,1739
2022-10-17,Summe,Intensivbett,23395
2022-10-18,Summe,Intensivbett,1751
2022-10-18,Summe,Intensivbett,24249
2022-10-19,Summe,Intensivbett,1785
2022-10-19,Summe,Intensivbett,24738
2022-10-20,Summe,Intensivbett,1771
2022-10-20,Summe,Intensivbett,23895
2022-10-21,Summe,Intensivbett,1737
2022-10-21,Summe,Intensivbett,23499
2022-10-24,Summe,Intensivbett,1738
2022-10-24,Summe,Intensivbett,22852
2022-10-25,Summe,Intensivbett,1734
2022-10-25,Summe,Intensivbett,22505
2022-10-26,Summe,Intensivbett,1687
2022-10-26,Summe,Intensivbett,21927
2022-10-27,Summe,Intensivbett,1637
2022-10-27,Summe,Intensivbett,21145
2022-10-28,Summe,Intensivbett,1628
2022-10-28,Summe,Intensivbett,20168
2022-10-31,Summe,Intensivbett,1565
2022-10-31,Summe,Intensivbett,19349
2022-11-01,Summe,Intensivbett,1551
2022-11-01,Summe,Intensivbett,18973
2022-11-02,Summe,Intensivbett,1528
2022-11-02,Summe,Intensivbett,18083
2022-11-03,Summe,Intensivbett,1473
2022-11-03,Summe,Intensivbett,17445
2022-11-04,Summe,Intensivbett,1400
2022-11-04,Summe,Intensivbett,16500
2022-11-07,Summe,Intensivbett,1370
2022-11-07,Summe,Intensivbett,14562
2022-11-08,Summe,Intensivbett,1235
2022-11-08,Summe,Intensivbett,13881
2022-11-09,Summe,Intensivbett,1170
2022-11-09,Summe,Intensivbett,13289
2022-11-10,Summe,Intensivbett,1172
2022-11-10,Summe,Intensivbett,12633
2022-11-11,Summe,Intensivbett,1103
2022-11-11,Summe,Intensivbett,12142
2022-11-14,Summe,Intensivbett,1058
2022-11-14,Summe,Intensivbett,11897
2022-11-15,Summe,Intensivbett,1015
2022-11-15,Summe,Intensivbett,11321
2022-11-16,Summe,Intensivbett,979
2022-11-16,Summe,Intensivbett,10990
2022-11-17,Summe,Intensivbett,927
2022-11-17,Summe,Intensivbett,10879
2022-11-18,Summe,Intensivbett,902
2022-11-18,Summe,Intensivbett,10652
2022-11-21,Summe,Intensivbett,865
2022-11-21,Summe,Intensivbett,10519
2022-11-22,Summe,Intensivbett,892
2022-11-22,Summe,Intensivbett,10675
2022-11-23,Summe,Intensivbett,872
2022-11-23,Summe,Intensivbett,10716
2022-11-24,Summe,Intensivbett,856
2022-11-24,Summe,Intensivbett,10631
2022-11-25,Summe,Intensivbett,840
2022-11-25,Summe,Intensivbett,10634
2022-11-28,Summe,Intensivbett,867
2022-11-28,Summe,Intensivbett,11067
2022-11-29,Summe,Intensivbett,838
2022-11-29,Summe,Intensivbett,11551
2022-11-30,Summe,Intensivbett,847
2022-11-30,Summe,Intensivbett,11929
2022-12-01,Summe,Intensivbett,841
2022-12-01,Summe,Intensivbett,11835
2022-12-02,Summe,Intensivbett,836
2022-12-02,Summe,Intensivbett,11920
2022-12-05,Summe,Intensivbett,903
2022-12-05,Summe,Intensivbett,12334
2022-12-06,Summe,Intensivbett,952
2022-12-06,Summe,Intensivbett,13069
2022-12-07,Summe,Intensivbett,931
2022-12-07,Summe,Intensivbett,13513
2022-12-08,Summe,Intensivbett,914
2022-12-08,Summe,Intensivbett,13680
2022-12-09,Summe,Intensivbett,924
2022-12-09,Summe,Intensivbett,13796
2022-12-12,Summe,Intensivbett,984
2022-12-12,Summe,Intensivbett,14540
2022-12-13,Summe,Intensivbett,1042
2022-12-13,Summe,Intensivbett,15285
2022-12-14,Summe,Intensivbett,1008
2022-12-14,Summe,Intensivbett,15761
2022-12-15,Summe,Intensivbett,1016
2022-12-15,Summe,Intensivbett,16062
2022-12-16,Summe,Intensivbett,1058
2022-12-16,Summe,Intensivbett,16184
2022-12-19,Summe,Intensivbett,1105
2022-12-19,Summe,Intensivbett,16899
2022-12-20,Summe,Intensivbett,1114
2022-12-20,Summe,Intensivbett,17603
2023-01-02,Summe,Intensivbett,1312
2023-01-02,Summe,Intensivbett,17759
2023-01-03,Summe,Intensivbett,1318
2023-01-03,Summe,Intensivbett,17847
2023-01-04,Summe,Intensivbett,1282
2023-01-04,Summe,Intensivbett,17334
2023-01-05,Summe,Intensivbett,1241
2023-01-05,Summe,Intensivbett,16768
2023-01-06,Summe,Intensivbett,1235
2023-01-06,Summe,Intensivbett,16066
2023-01-09,Summe,Intensivbett,1219
2023-01-09,Summe,Intensivbett,14663
2023-01-10,Summe,Intensivbett,1157
2023-01-10,Summe,Intensivbett,14126
2023-01-11,Summe,Intensivbett,1133
2023-01-11,Summe,Intensivbett,13536
2023-01-12,Summe,Intensivbett,1082
2023-01-12,Summe,Intensivbett,12601
2023-01-13,Summe,Intensivbett,1015
2023-01-13,Summe,Intensivbett,12062
2023-01-16,Summe,Intensivbett,903
2023-01-16,Summe,Intensivbett,10895
2023-01-17,Summe,Intensivbett,847
2023-01-17,Summe,Intensivbett,10272
2023-01-18,Summe,Intensivbett,807
2023-01-18,Summe,Intensivbett,9917
2023-01-19,Summe,Intensivbett,795
2023-01-19,Summe,Intensivbett,9327
2023-01-20,Summe,Intensivbett,744
2023-01-20,Summe,Intensivbett,8941
2023-01-23,Summe,Intensivbett,638
2023-01-23,Summe,Intensivbett,8470
2023-01-24,Summe,Intensivbett,636
2023-01-24,Summe,Intensivbett,8199
2023-01-25,Summe,Intensivbett,635
2023-01-25,Summe,Intensivbett,8051
2023-01-26,Summe,Intensivbett,605
2023-01-26,Summe,Intensivbett,7976
2023-01-27,Summe,Intensivbett,587
2023-01-27,Summe,Intensivbett,7841
2023-01-30,Summe,Intensivbett,587
2023-01-30,Summe,Intensivbett,7936
2023-01-31,Summe,Intensivbett,593
2023-01-31,Summe,Intensivbett,7954
2023-02-01,Summe,Intensivbett,578
2023-02-01,Summe,Intensivbett,8168
2023-02-02,Summe,Intensivbett,593
2023-02-02,Summe,Intensivbett,8248
2023-02-03,Summe,Intensivbett,595
2023-02-03,Summe,Intensivbett,8324
2023-02-06,Summe,Intensivbett,596
2023-02-06,Summe,Intensivbett,9023
2023-02-07,Summe,Intensivbett,629
2023-02-07,Summe,Intensivbett,9110
2023-02-08,Summe,Intensivbett,652
2023-02-08,Summe,Intensivbett,9322
2023-02-09,Summe,Intensivbett,656
2023-02-09,Summe,Intensivbett,9336
2023-02-10,Summe,Intensivbett,643
2023-02-10,Summe,Intensivbett,9498
2023-02-13,Summe,Intensivbett,714
2023-02-13,Summe,Intensivbett,10026
2023-02-14,Summe,Intensivbett,715
2023-02-14,Summe,Intensivbett,10658
2023-02-15,Summe,Intensivbett,752
2023-02-15,Summe,Intensivbett,11211
2023-02-16,Summe,Intensivbett,809
2023-02-16,Summe,Intensivbett,11412
2023-02-17,Summe,Intensivbett,843
2023-02-17,Summe,Intensivbett,11474
2023-02-20,Summe,Intensivbett,898
2023-02-20,Summe,Intensivbett,11909
2023-02-21,Summe,Intensivbett,931
2023-02-21,Summe,Intensivbett,12589
2023-02-22,Summe,Intensivbett,970
2023-02-22,Summe,Intensivbett,12925
2023-02-23,Summe,Intensivbett,972
2023-02-23,Summe,Intensivbett,13027
2023-02-24,Summe,Intensivbett,974
2023-02-24,Summe,Intensivbett,13103
2023-02-27,Summe,Intensivbett,1012
2023-02-27,Summe,Intensivbett,13427
2023-02-28,Summe,Intensivbett,1027
2023-02-28,Summe,Intensivbett,13792
2023-03-01,Summe,Intensivbett,999
2023-03-01,Summe,Intensivbett,13776
2023-03-02,Summe,Intensivbett,976
2023-03-02,Summe,Intensivbett,13484
2023-03-03,Summe,Intensivbett,967
2023-03-03,Summe,Intensivbett,13248
2023-03-06,Summe,Intensivbett,1009
2023-03-06,Summe,Intensivbett,12903
2023-03-07,Summe,Intensivbett,1056
2023-03-07,Summe,Intensivbett,13047
2023-03-08,Summe,Intensivbett,1077
2023-03-08,Summe,Intensivbett,13078
